gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_marriage,age_first_childbirth,education,occupation,income,health_work_difficulty,profile_id
Female,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,13005.0,Health doesn't affect work,393
Female,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,394
Male,35,1945,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,,6745.0,Health affects work,395
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,High school,Sales Occupations,3005.0,Health doesn't affect work,396
Male,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,397
Female,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,17.0,18.0,High school,Clerical and Administrative Support Occupations,11435.0,Health doesn't affect work,398
Male,79,1900,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,Less than high school,,4760.0,Health affects work,399
Male,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Service Occupations,5025.0,Health doesn't affect work,400
Female,8,1971,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,401
Female,22,1958,Black,Non-immigrant,Single,1.0,,,High school,Clerical and Administrative Support Occupations,2455.0,Health doesn't affect work,402
Female,63,1916,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,,High school,Clerical and Administrative Support Occupations,6180.0,Health doesn't affect work,403
Male,66,1913,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,30.0,,Less than high school,"Operators, Fabricators, and Laborers",9360.0,Health affects work,404
Male,46,1933,Black,Non-immigrant,Married,0.0,25.0,27.0,High school,"Precision Production, Craft, and Repair Occupations",16875.0,Health doesn't affect work,405
Male,48,1931,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,30.0,High school,"Precision Production, Craft, and Repair Occupations",20980.0,Health affects work,406
Female,31,1948,Black,Non-immigrant,Single,2.0,,22.0,High school,,5505.0,Health doesn't affect work,407
Female,5,1974,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,408
Female,31,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,23.0,31.0,College and above,Managerial Occupations,13510.0,Health doesn't affect work,409
Male,37,1942,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,30.0,College and above,Sales Occupations,42465.0,Health doesn't affect work,410
Female,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,2205.0,Health doesn't affect work,411
Male,25,1955,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Precision Production, Craft, and Repair Occupations",14005.0,Health doesn't affect work,412
Male,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Professional Specialty Occupations,21410.0,Health doesn't affect work,413
Male,0,1980,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,414
Male,30,1949,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Technicians and Related Support Occupations,8010.0,Health doesn't affect work,415
Female,8,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,416
Female,71,1908,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,33.0,,College and above,,0.0,Health doesn't affect work,417
Female,55,1924,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,,High school,,0.0,Health doesn't affect work,418
Male,50,1930,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,Sales Occupations,17005.0,Health doesn't affect work,419
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,30.0,College and above,Professional Specialty Occupations,23410.0,Health doesn't affect work,420
Female,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,21.0,21.0,High school,Sales Occupations,4405.0,Health doesn't affect work,421
Male,47,1933,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,24.0,32.0,High school,"Operators, Fabricators, and Laborers",0.0,Health doesn't affect work,422
Female,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,18.0,,High school,Clerical and Administrative Support Occupations,14725.0,Health doesn't affect work,423
Female,1,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,424
Female,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,7005.0,Health doesn't affect work,425
Female,64,1916,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,2255.0,Health affects work,426
Male,48,1931,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,14.0,25.0,High school,,555.0,Health doesn't affect work,427
Male,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,428
Male,15,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,0.0,Health doesn't affect work,429
Male,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,,High school,Sales Occupations,9355.0,Health affects work,430
Male,18,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",2705.0,Health doesn't affect work,431
Male,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,,High school,"Operators, Fabricators, and Laborers",10205.0,Health doesn't affect work,432
Male,19,1961,Black,Non-immigrant,Single,0.0,,,High school,,1405.0,Health doesn't affect work,433
Male,31,1948,Hispanic,Non-immigrant,Married,0.0,19.0,22.0,College and above,Clerical and Administrative Support Occupations,21005.0,Health doesn't affect work,434
Male,43,1936,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,37.0,,College and above,"Precision Production, Craft, and Repair Occupations",10405.0,Health doesn't affect work,435
Male,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,436
Female,16,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,0.0,Health doesn't affect work,437
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,17.0,,High school,"Operators, Fabricators, and Laborers",6920.0,Health doesn't affect work,438
Male,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Operators, Fabricators, and Laborers",8305.0,Health doesn't affect work,439
Female,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,19.0,20.0,High school,"Operators, Fabricators, and Laborers",11710.0,Health doesn't affect work,440
Female,50,1930,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,20.0,30.0,College and above,Clerical and Administrative Support Occupations,22010.0,Health doesn't affect work,441
Female,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,0.0,Health doesn't affect work,442
Female,33,1947,Hispanic,Non-immigrant,Married,2.0,21.0,24.0,High school,Clerical and Administrative Support Occupations,0.0,Health doesn't affect work,443
Female,42,1937,Black,Non-immigrant,Married,3.0,15.0,24.0,High school,"Operators, Fabricators, and Laborers",11005.0,Health doesn't affect work,444
Female,31,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,19.0,High school,Managerial Occupations,8005.0,Health doesn't affect work,445
Female,39,1940,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,23.0,High school,Professional Specialty Occupations,0.0,Health doesn't affect work,446
Female,77,1902,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,,5980.0,Health doesn't affect work,447
Male,7,1972,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,448
Female,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,24.0,High school,Clerical and Administrative Support Occupations,0.0,Health doesn't affect work,449
Male,3,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,450
Male,61,1918,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,30.0,,Less than high school,"Operators, Fabricators, and Laborers",22340.0,Health doesn't affect work,451
Male,73,1907,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,31.0,,Less than high school,,8955.0,Health doesn't affect work,452
Male,47,1933,Black,Non-immigrant,Married,0.0,39.0,28.0,Less than high school,"Precision Production, Craft, and Repair Occupations",80.0,Health affects work,453
Female,40,1939,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,17.0,20.0,High school,Service Occupations,605.0,Health affects work,454
Male,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Farming, Forestry, and Fishing Occupations",1505.0,Health doesn't affect work,455
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,,High school,Military Occupations,8405.0,Health doesn't affect work,456
Male,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,,College and above,Professional Specialty Occupations,24300.0,Health affects work,457
Female,58,1922,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,37.0,High school,"Farming, Forestry, and Fishing Occupations",4255.0,Health doesn't affect work,458
Male,1,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,459
Male,5,1974,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,460
Male,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,30.0,High school,"Precision Production, Craft, and Repair Occupations",22600.0,Health doesn't affect work,461
Female,37,1942,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,19.0,20.0,College and above,Managerial Occupations,3005.0,Health doesn't affect work,462
Female,12,1967,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,463
Female,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,464
Female,76,1904,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,29.0,,High school,,7330.0,Health doesn't affect work,465
Male,8,1971,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,466
Female,3,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,467
Female,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,468
Male,63,1916,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,High school,,11335.0,Health doesn't affect work,469
Female,43,1936,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,19.0,24.0,Less than high school,Service Occupations,8205.0,Health doesn't affect work,470
Female,1,1978,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,471
Female,79,1900,Black,Non-immigrant,Divorced/widowed,10.0,17.0,28.0,Less than high school,,2630.0,Health affects work,472
Female,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,473
Female,74,1905,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,,Less than high school,,2800.0,Health affects work,474
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,17.0,25.0,High school,"Precision Production, Craft, and Repair Occupations",27505.0,Health doesn't affect work,475
Female,64,1915,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,0.0,46.0,,Less than high school,"Precision Production, Craft, and Repair Occupations",1205.0,Health doesn't affect work,476
Female,18,1961,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,2260.0,Health doesn't affect work,477
Male,10,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,478
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,479
Female,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,39.0,,Less than high school,Technicians and Related Support Occupations,9455.0,Health doesn't affect work,480
Female,79,1900,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,24.0,,High school,,3510.0,Health doesn't affect work,481
Male,10,1969,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,482
Female,59,1920,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,30.0,43.0,High school,Clerical and Administrative Support Occupations,13695.0,Health doesn't affect work,483
Male,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,30.0,College and above,"Operators, Fabricators, and Laborers",9005.0,Health doesn't affect work,484
Female,36,1943,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Professional Specialty Occupations,10005.0,Health doesn't affect work,485
Female,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,18.0,19.0,High school,Clerical and Administrative Support Occupations,0.0,Health doesn't affect work,486
Female,81,1898,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,3.0,20.0,30.0,Less than high school,,3580.0,Health doesn't affect work,487
Female,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,26.0,39.0,Less than high school,,1835.0,Health affects work,488
Female,68,1911,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,7.0,18.0,21.0,High school,,8780.0,Health affects work,489
Female,13,1966,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,490
Male,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,18.0,College and above,"Precision Production, Craft, and Repair Occupations",10005.0,Health doesn't affect work,491
Female,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,26.0,23.0,College and above,Clerical and Administrative Support Occupations,7005.0,Health doesn't affect work,492
Female,23,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,College and above,Service Occupations,455.0,Health doesn't affect work,493
Female,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,494
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,18.0,,High school,Clerical and Administrative Support Occupations,2145.0,Health affects work,495
Female,51,1929,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,,High school,,0.0,Health doesn't affect work,496
Male,61,1918,Black,Non-immigrant,Divorced/widowed,0.0,34.0,37.0,Less than high school,"Precision Production, Craft, and Repair Occupations",4150.0,Health doesn't affect work,497
Female,29,1950,Black,Non-immigrant,Married,4.0,14.0,14.0,High school,Service Occupations,5735.0,Health affects work,498
Male,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Managerial Occupations,75.0,Health doesn't affect work,499
Female,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,500
Female,70,1909,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,22.0,,High school,,6010.0,Health doesn't affect work,501
Male,16,1963,Hispanic,Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",1160.0,Health doesn't affect work,502
Female,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",8005.0,Health doesn't affect work,503
Female,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,24.0,,High school,"Operators, Fabricators, and Laborers",6210.0,Health affects work,504
Female,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,27.0,College and above,Managerial Occupations,13065.0,Health doesn't affect work,505
Male,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,,High school,"Precision Production, Craft, and Repair Occupations",10960.0,Health affects work,506
Female,2,1978,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,507
Female,79,1901,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,High school,,7095.0,Health affects work,508
Female,43,1936,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,12335.0,Health doesn't affect work,509
Female,20,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Service Occupations,1005.0,Health doesn't affect work,510
Female,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,20.0,29.0,College and above,Managerial Occupations,24005.0,Health doesn't affect work,511
Female,54,1926,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,40.0,High school,Sales Occupations,6510.0,Health affects work,512
Male,59,1920,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,Less than high school,"Operators, Fabricators, and Laborers",18375.0,Health doesn't affect work,513
Male,71,1908,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,27.0,,Less than high school,,3180.0,Health affects work,514
Female,25,1955,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,14070.0,Health doesn't affect work,515
Female,34,1946,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Managerial Occupations,24360.0,Health doesn't affect work,516
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,,Less than high school,,215.0,Health doesn't affect work,517
Male,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,56.0,Less than high school,"Operators, Fabricators, and Laborers",12180.0,Health doesn't affect work,518
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Farming, Forestry, and Fishing Occupations",1050.0,Health doesn't affect work,519
Female,42,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,,High school,Clerical and Administrative Support Occupations,8925.0,Health doesn't affect work,520
Female,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,521
Female,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,14.0,,College and above,,1805.0,Health doesn't affect work,522
Male,5,1974,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,523
Female,43,1936,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,15.0,18.0,College and above,,0.0,Health doesn't affect work,524
Female,40,1939,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,21.0,24.0,College and above,Professional Specialty Occupations,355.0,Health doesn't affect work,525
Female,30,1950,Black,Immigrant,Married,0.0,25.0,19.0,High school,Clerical and Administrative Support Occupations,10005.0,Health doesn't affect work,526
Female,34,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,19.0,22.0,High school,,0.0,Health doesn't affect work,527
Male,36,1943,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Managerial Occupations,15810.0,Health doesn't affect work,528
Male,19,1960,Black,Non-immigrant,Single,0.0,,,College and above,Sales Occupations,4310.0,Health doesn't affect work,529
Female,44,1935,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,20.0,27.0,High school,,0.0,Health doesn't affect work,530
Female,17,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,2055.0,Health doesn't affect work,531
Female,50,1930,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,19.0,35.0,High school,Clerical and Administrative Support Occupations,10005.0,Health doesn't affect work,532
Female,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,32.0,High school,,0.0,Health doesn't affect work,533
Female,48,1932,Hispanic,Non-immigrant,Divorced/widowed,5.0,27.0,35.0,High school,Service Occupations,6540.0,Health doesn't affect work,534
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,Military Occupations,6005.0,Health doesn't affect work,535
Female,33,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,21.0,22.0,College and above,Professional Specialty Occupations,215.0,Health doesn't affect work,536
Female,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,537
Male,33,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,17.0,19.0,College and above,"Precision Production, Craft, and Repair Occupations",16505.0,Health doesn't affect work,538
Male,38,1942,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,23.0,,College and above,Managerial Occupations,47010.0,Health doesn't affect work,539
Female,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,9005.0,Health doesn't affect work,540
Female,25,1954,Black,Non-immigrant,Married,2.0,19.0,19.0,High school,"Operators, Fabricators, and Laborers",1005.0,Health doesn't affect work,541
Female,13,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,542
Female,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Service Occupations,1905.0,Health doesn't affect work,543
Female,89,1890,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,6.0,15.0,31.0,Less than high school,,3010.0,Health doesn't affect work,544
Male,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,545
Female,16,1964,Hispanic,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,546
Male,19,1961,Black,Non-immigrant,Single,0.0,,,High school,Military Occupations,805.0,Health doesn't affect work,547
Male,23,1956,Black,Non-immigrant,Married,0.0,18.0,,College and above,Clerical and Administrative Support Occupations,7005.0,Health doesn't affect work,548
Male,65,1914,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,21.0,,High school,"Precision Production, Craft, and Repair Occupations",6690.0,Health doesn't affect work,549
Male,80,1900,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,Less than high school,,3145.0,Health affects work,550
Female,62,1918,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,31.0,,Less than high school,"Operators, Fabricators, and Laborers",9960.0,Health doesn't affect work,551
Female,63,1916,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Managerial Occupations,25645.0,Health doesn't affect work,552
Female,16,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,515.0,Health doesn't affect work,553
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,18.0,High school,"Precision Production, Craft, and Repair Occupations",16615.0,Health doesn't affect work,554
Female,57,1923,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,24.0,,High school,,0.0,Health affects work,555
Female,2,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,556
Female,30,1950,Black,Non-immigrant,Single,1.0,,25.0,High school,Clerical and Administrative Support Occupations,8005.0,Health affects work,557
Male,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,25.0,College and above,"Operators, Fabricators, and Laborers",23335.0,Health doesn't affect work,558
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,24.0,Less than high school,"Precision Production, Craft, and Repair Occupations",350.0,Health doesn't affect work,559
Female,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,560
Male,18,1962,Black,Non-immigrant,Single,0.0,,,High school,,3245.0,Health doesn't affect work,561
Male,43,1936,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,26.0,High school,"Operators, Fabricators, and Laborers",17235.0,Health doesn't affect work,562
Female,15,1964,Black,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,563
Female,71,1908,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,,Less than high school,,2055.0,Health doesn't affect work,564
Female,13,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,565
Male,13,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,566
Male,40,1940,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,17.0,18.0,High school,"Precision Production, Craft, and Repair Occupations",26425.0,Health doesn't affect work,567
Female,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,568
Female,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,20.0,28.0,High school,,0.0,Health doesn't affect work,569
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",12005.0,Health doesn't affect work,570
Female,50,1929,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,26.0,34.0,College and above,Professional Specialty Occupations,14005.0,Health doesn't affect work,571
Female,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,17.0,17.0,High school,Service Occupations,2005.0,Health doesn't affect work,572
Male,51,1928,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,17.0,High school,"Farming, Forestry, and Fishing Occupations",25570.0,Health doesn't affect work,573
Male,42,1937,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,27820.0,Health doesn't affect work,574
Female,78,1901,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,,High school,,1805.0,Health doesn't affect work,575
Male,19,1960,Black,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,576
Male,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,49.0,,High school,"Precision Production, Craft, and Repair Occupations",11415.0,Health doesn't affect work,577
Male,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,1030.0,Health doesn't affect work,578
Male,28,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,19.0,High school,"Precision Production, Craft, and Repair Occupations",9205.0,Health doesn't affect work,579
Male,56,1924,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,"Precision Production, Craft, and Repair Occupations",20290.0,Health doesn't affect work,580
Female,6,1973,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,581
Female,71,1908,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,,Less than high school,,3545.0,Health affects work,582
Male,43,1936,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,27.0,College and above,Managerial Occupations,12005.0,Health doesn't affect work,583
Male,56,1923,Black,Non-immigrant,Divorced/widowed,0.0,26.0,,Less than high school,"Operators, Fabricators, and Laborers",4005.0,Health doesn't affect work,584
Male,45,1935,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,33.0,High school,"Precision Production, Craft, and Repair Occupations",9510.0,Health doesn't affect work,585
Female,18,1961,Black,Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,1445.0,Health doesn't affect work,586
Male,16,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,587
Female,62,1917,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,20355.0,Health doesn't affect work,588
