gender,age,birth_year,race,marital_status,child_number,age_first_childbirth,education,laborforce,occupation,income,poverty_status,profile_id
Female,24,1956.0,"Non-Black, Non-Hispanic",Single,0,,College and above,Not in the labor force,,4470.0,Above poverty line,449
Male,23,1957.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",5012.0,Above poverty line,450
Male,23,1957.0,"Non-Black, Non-Hispanic",Married,2,21.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",10000.0,Above poverty line,451
Female,51,1929.0,"Non-Black, Non-Hispanic",Married,1,27.0,College and above,Not in the labor force,,860.0,Above poverty line,452
Female,20,1960.0,Hispanic,Married,1,20.0,College and above,Not in the labor force,,640.0,Below poverty line,453
Female,60,1920.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,3375.0,Below poverty line,454
Female,67,1913.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,Sales Occupations,2706.0,Below poverty line,455
Female,0,1980.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,456
Female,52,1928.0,"Non-Black, Non-Hispanic",Married,3,30.0,High school,Not in the labor force,,1000.0,Above poverty line,457
Female,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,458
Male,24,1956.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",12170.0,Above poverty line,459
Male,4,1976.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,460
Female,41,1939.0,"Non-Black, Non-Hispanic",Married,3,24.0,High school,Not in the labor force,,65.0,Above poverty line,461
Female,5,1975.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,462
Female,57,1923.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,25.0,Above poverty line,463
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,3,21.0,High school,In the labor force,"Operators, Fabricators, and Laborers",6970.0,Above poverty line,464
Male,6,1974.0,Black,Single,0,,Less than high school,,,,Above poverty line,465
Female,38,1942.0,"Non-Black, Non-Hispanic",Married,4,25.0,High school,Not in the labor force,Clerical and Administrative Support Occupations,330.0,Above poverty line,466
Female,10,1970.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,467
Female,41,1939.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Managerial Occupations,17963.0,Above poverty line,468
Female,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,4753.0,Above poverty line,469
Male,55,1925.0,Black,Divorced/widowed,0,,Less than high school,Not in the labor force,,352.0,Below poverty line,470
Male,41,1939.0,Hispanic,Married,3,25.0,High school,In the labor force,"Operators, Fabricators, and Laborers",9072.0,Above poverty line,471
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,3,20.0,College and above,Not in the labor force,,76.0,Above poverty line,472
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,2,36.0,College and above,In the labor force,"Farming, Forestry, and Fishing Occupations",18285.0,Above poverty line,473
Male,31,1949.0,"Non-Black, Non-Hispanic",Married,2,22.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",26768.0,Above poverty line,474
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,,,Above poverty line,475
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",0.0,Above poverty line,476
Male,79,1901.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,10246.0,Above poverty line,477
Female,47,1933.0,"Non-Black, Non-Hispanic",Married,3,28.0,High school,In the labor force,Clerical and Administrative Support Occupations,6150.0,Above poverty line,478
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,479
Female,16,1964.0,Black,Single,0,,High school,Not in the labor force,,0.0,Above poverty line,480
Female,51,1929.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,14580.0,Above poverty line,481
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,482
Female,8,1972.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,483
Male,38,1942.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",11509.0,Above poverty line,484
Female,67,1913.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,Service Occupations,6527.0,Above poverty line,485
Female,60,1920.0,Black,Divorced/widowed,0,,High school,Not in the labor force,,12885.0,Above poverty line,486
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,510.0,Above poverty line,487
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,800.0,Above poverty line,488
Female,88,1892.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,20.0,Less than high school,Not in the labor force,,985.0,Above poverty line,489
Female,63,1917.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,1228.0,Above poverty line,490
Female,50,1930.0,"Non-Black, Non-Hispanic",Married,2,28.0,High school,In the labor force,Clerical and Administrative Support Occupations,8594.0,Above poverty line,491
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,0.0,Above poverty line,492
Female,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Sales Occupations,3185.0,Above poverty line,493
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",2523.0,Above poverty line,494
Male,5,1975.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,495
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,496
Female,72,1908.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,2695.0,Above poverty line,497
Female,61,1919.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,1051.0,Below poverty line,498
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,4.0,Above poverty line,499
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,500
Male,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,501
Male,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",2888.0,Below poverty line,502
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,1,27.0,College and above,In the labor force,Managerial Occupations,20011.0,Above poverty line,503
Male,23,1957.0,"Non-Black, Non-Hispanic",Married,1,21.0,College and above,In the labor force,Service Occupations,12351.0,Above poverty line,504
Male,65,1915.0,Black,Married,0,,High school,Not in the labor force,,4533.0,Above poverty line,505
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,1,22.0,High school,In the labor force,"Operators, Fabricators, and Laborers",12050.0,Above poverty line,506
Male,35,1945.0,Hispanic,Married,1,18.0,Less than high school,In the labor force,Managerial Occupations,8800.0,Above poverty line,507
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,2,22.0,College and above,Not in the labor force,,3443.0,Above poverty line,508
Female,37,1943.0,"Non-Black, Non-Hispanic",Married,2,28.0,College and above,In the labor force,Clerical and Administrative Support Occupations,2060.0,Above poverty line,509
Male,55,1925.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Managerial Occupations,22070.0,Above poverty line,510
Male,49,1931.0,"Non-Black, Non-Hispanic",Married,3,28.0,High school,Not in the labor force,,2045.0,Below poverty line,511
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,31.0,College and above,In the labor force,Professional Specialty Occupations,18500.0,Above poverty line,512
Female,26,1954.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Professional Specialty Occupations,13150.0,Above poverty line,513
Male,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,514
Female,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,515
Male,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",10000.0,Above poverty line,516
Female,33,1947.0,Black,Married,0,,College and above,In the labor force,Professional Specialty Occupations,11049.0,Above poverty line,517
Female,43,1937.0,"Non-Black, Non-Hispanic",Married,1,27.0,Less than high school,Not in the labor force,,680.0,Above poverty line,518
Male,31,1949.0,Hispanic,Married,2,22.0,College and above,In the labor force,Managerial Occupations,24200.0,Above poverty line,519
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,3,26.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",16005.0,Above poverty line,520
Female,24,1956.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,8900.0,Above poverty line,521
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,522
Female,67,1913.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,2748.0,Below poverty line,523
Female,37,1943.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,19175.0,Above poverty line,524
Female,67,1913.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,15884.0,Above poverty line,525
Male,70,1910.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,6668.0,Above poverty line,526
Male,69,1911.0,Black,Divorced/widowed,0,,Less than high school,In the labor force,Service Occupations,3800.0,Above poverty line,527
Male,21,1959.0,"Non-Black, Non-Hispanic",Married,1,17.0,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",14150.0,Above poverty line,528
Male,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,11000.0,Above poverty line,529
Female,79,1901.0,Black,Divorced/widowed,0,,Less than high school,Not in the labor force,,1848.0,Below poverty line,530
Male,26,1954.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",18101.0,Above poverty line,531
Male,44,1936.0,"Non-Black, Non-Hispanic",Married,0,,College and above,,Military Occupations,14167.0,Above poverty line,532
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,26.0,High school,In the labor force,Technicians and Related Support Occupations,21011.0,Above poverty line,533
Female,70,1910.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,8817.0,Above poverty line,534
Female,37,1943.0,"Non-Black, Non-Hispanic",Married,1,25.0,Less than high school,In the labor force,Clerical and Administrative Support Occupations,8003.0,Above poverty line,535
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,536
Male,50,1930.0,Black,Married,0,,College and above,Not in the labor force,,1876.0,Below poverty line,537
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,3,20.0,High school,Not in the labor force,,767.0,Above poverty line,538
Male,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,539
Male,63,1917.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",25000.0,Above poverty line,540
Male,15,1965.0,Black,Single,0,,High school,Not in the labor force,,0.0,Below poverty line,541
Female,8,1972.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,542
Female,59,1921.0,Hispanic,Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,6604.0,Above poverty line,543
Male,9,1971.0,Black,Single,0,,Less than high school,,,,Below poverty line,544
Female,41,1939.0,"Non-Black, Non-Hispanic",Married,4,21.0,High school,In the labor force,Clerical and Administrative Support Occupations,12000.0,Above poverty line,545
Female,56,1924.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Managerial Occupations,751.0,Above poverty line,546
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,2,22.0,College and above,In the labor force,Clerical and Administrative Support Occupations,10900.0,Above poverty line,547
Female,25,1955.0,"Non-Black, Non-Hispanic",Married,2,,College and above,In the labor force,Clerical and Administrative Support Occupations,8500.0,Above poverty line,548
Female,21,1959.0,Black,Married,2,18.0,High school,Not in the labor force,Service Occupations,1500.0,Above poverty line,549
Female,28,1952.0,Hispanic,Married,2,16.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",7981.0,Above poverty line,550
Male,25,1955.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",10410.0,Above poverty line,551
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,3,19.0,High school,Not in the labor force,,396.0,Above poverty line,552
Female,84,1896.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,Not in the labor force,,7656.0,Above poverty line,553
Female,69,1911.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,2892.0,Below poverty line,554
Male,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,College and above,Not in the labor force,,5920.0,Above poverty line,555
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,2,22.0,High school,In the labor force,Clerical and Administrative Support Occupations,29000.0,Above poverty line,556
Male,34,1946.0,"Non-Black, Non-Hispanic",Married,3,23.0,College and above,In the labor force,Professional Specialty Occupations,27066.0,Above poverty line,557
Male,21,1959.0,Hispanic,Married,1,20.0,High school,In the labor force,Service Occupations,8029.0,Above poverty line,558
Female,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,1486.0,Above poverty line,559
Male,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,560
Male,24,1956.0,Hispanic,Married,1,23.0,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",9029.0,Above poverty line,561
Female,62,1918.0,Hispanic,Married,0,,Less than high school,Not in the labor force,,0.0,Above poverty line,562
Female,32,1948.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,Professional Specialty Occupations,17940.0,Above poverty line,563
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,2,21.0,High school,In the labor force,"Operators, Fabricators, and Laborers",14600.0,Above poverty line,564
Female,45,1935.0,"Non-Black, Non-Hispanic",Married,4,25.0,College and above,Not in the labor force,,600.0,Above poverty line,565
Female,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Professional Specialty Occupations,52.0,Above poverty line,566
Female,29,1951.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,4000.0,Above poverty line,567
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,2,22.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",31060.0,Above poverty line,568
Male,6,1974.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,569
Male,44,1936.0,"Non-Black, Non-Hispanic",Married,1,29.0,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",12100.0,Above poverty line,570
Male,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,571
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,1,31.0,High school,In the labor force,Clerical and Administrative Support Occupations,14550.0,Above poverty line,572
Female,14,1966.0,Black,Single,0,,Less than high school,Not in the labor force,,,Above poverty line,573
Male,22,1958.0,"Non-Black, Non-Hispanic",Married,1,22.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",6261.0,Above poverty line,574
Female,64,1916.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,Managerial Occupations,11630.0,Above poverty line,575
Female,17,1963.0,Hispanic,Single,0,,High school,Not in the labor force,Sales Occupations,331.0,Above poverty line,576
Male,7,1973.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,577
Female,35,1945.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,30.0,High school,In the labor force,Service Occupations,11000.0,Above poverty line,578
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,,700.0,Above poverty line,579
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,580
Female,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,581
Female,39,1941.0,"Non-Black, Non-Hispanic",Married,3,23.0,College and above,In the labor force,Clerical and Administrative Support Occupations,3725.0,Above poverty line,582
Male,26,1954.0,"Non-Black, Non-Hispanic",Married,0,,College and above,,Military Occupations,8405.0,Above poverty line,583
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,4,20.0,High school,Not in the labor force,,0.0,Above poverty line,584
Female,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,7500.0,Above poverty line,585
Male,49,1931.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,Professional Specialty Occupations,30765.0,Above poverty line,586
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,2,20.0,High school,In the labor force,"Operators, Fabricators, and Laborers",2500.0,Above poverty line,587
Female,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,588
Female,10,1970.0,Black,Single,0,,Less than high school,,,,Above poverty line,589
Female,32,1948.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,11840.0,Above poverty line,590
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,2656.0,Above poverty line,591
Female,51,1929.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,700.0,Above poverty line,592
Male,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Sales Occupations,4142.0,Above poverty line,593
Male,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,594
Female,49,1931.0,"Non-Black, Non-Hispanic",Married,4,30.0,College and above,In the labor force,Professional Specialty Occupations,20024.0,Above poverty line,595
Male,67,1913.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,9528.0,Above poverty line,596
Male,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,597
Male,75,1905.0,"Non-Black, Non-Hispanic",Married,1,41.0,High school,Not in the labor force,,8715.0,Above poverty line,598
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,10.0,Below poverty line,599
Male,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,600
Female,71,1909.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,2066.0,Above poverty line,601
Male,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,602
Male,8,1972.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,603
Male,0,1980.0,Black,Single,0,,Less than high school,,,,Below poverty line,604
Male,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,605
Female,22,1958.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,5900.0,Above poverty line,606
Male,24,1956.0,"Non-Black, Non-Hispanic",Married,2,22.0,College and above,In the labor force,Sales Occupations,10054.0,Above poverty line,607
Female,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,2080.0,Above poverty line,608
Female,26,1954.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,Service Occupations,4503.0,Above poverty line,609
Female,27,1953.0,"Non-Black, Non-Hispanic",Divorced/widowed,2,23.0,High school,In the labor force,Service Occupations,11031.0,Above poverty line,610
Female,68,1912.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,17173.0,Above poverty line,611
Male,32,1948.0,Black,Married,3,20.0,High school,,Military Occupations,10778.0,Above poverty line,612
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,11660.0,Above poverty line,613
Male,38,1942.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",20000.0,Above poverty line,614
Male,71,1909.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,14223.0,Above poverty line,615
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,2,20.0,High school,Not in the labor force,,3.0,Above poverty line,616
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,617
Female,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,618
Female,29,1951.0,Black,Married,1,27.0,High school,Not in the labor force,,1944.0,Below poverty line,619
Male,50,1930.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",18700.0,Above poverty line,620
Male,63,1917.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",25618.0,Above poverty line,621
Female,64,1916.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,Service Occupations,2428.0,Below poverty line,622
Female,29,1951.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,11779.0,Above poverty line,623
Male,31,1949.0,Hispanic,Married,1,31.0,Less than high school,In the labor force,"Farming, Forestry, and Fishing Occupations",6912.0,Above poverty line,624
Male,30,1950.0,"Non-Black, Non-Hispanic",Married,3,24.0,High school,In the labor force,"Operators, Fabricators, and Laborers",14114.0,Above poverty line,625
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,4200.0,Above poverty line,626
Female,37,1943.0,"Non-Black, Non-Hispanic",Married,1,19.0,High school,In the labor force,Sales Occupations,6000.0,Above poverty line,627
Female,46,1934.0,"Non-Black, Non-Hispanic",Married,2,27.0,High school,Not in the labor force,,360.0,Below poverty line,628
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,21.0,High school,In the labor force,"Operators, Fabricators, and Laborers",11000.0,Above poverty line,629
Female,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,630
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,1,17.0,High school,Not in the labor force,Service Occupations,1713.0,Above poverty line,631
Female,1,1979.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,632
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,3,30.0,High school,Not in the labor force,,1000.0,Above poverty line,633
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,634
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,6914.0,Above poverty line,635
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,2,23.0,College and above,Not in the labor force,Sales Occupations,271.0,Above poverty line,636
Female,72,1908.0,Black,Married,0,,Less than high school,Not in the labor force,,1955.0,Above poverty line,637
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",2525.0,Above poverty line,638
Male,25,1955.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Managerial Occupations,2600.0,Below poverty line,639
Male,44,1936.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",21000.0,Above poverty line,640
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,2,27.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",17200.0,Above poverty line,641
Male,11,1969.0,Black,Single,0,,Less than high school,,,,Below poverty line,642
Male,24,1956.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",63000.0,Above poverty line,643
Male,88,1892.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,Not in the labor force,,4056.0,Above poverty line,644
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,645
Female,85,1895.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,1489.0,Above poverty line,646
Female,66,1914.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,2850.0,Above poverty line,647
Male,7,1973.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,648
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,1556.0,Above poverty line,649
Male,23,1957.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,Professional Specialty Occupations,6000.0,Above poverty line,650
Male,59,1921.0,Black,Divorced/widowed,0,,Less than high school,Not in the labor force,,5649.0,Above poverty line,651
Male,59,1921.0,Hispanic,Married,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",12292.0,Above poverty line,652
Male,52,1928.0,"Non-Black, Non-Hispanic",Divorced/widowed,3,27.0,High school,In the labor force,Managerial Occupations,8095.0,Above poverty line,653
Male,50,1930.0,Black,Married,2,28.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",13000.0,Above poverty line,654
Male,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,655
Male,37,1943.0,"Non-Black, Non-Hispanic",Married,2,33.0,College and above,In the labor force,Professional Specialty Occupations,15786.0,Above poverty line,656
Female,25,1955.0,Black,Married,1,25.0,High school,In the labor force,Clerical and Administrative Support Occupations,3000.0,Above poverty line,657
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,300.0,Above poverty line,658
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,2,22.0,High school,In the labor force,Managerial Occupations,5475.0,Above poverty line,659
Male,3,1977.0,Black,Single,0,,Less than high school,,,,Above poverty line,660
Female,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,8472.0,Above poverty line,661
Male,57,1923.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",15500.0,Above poverty line,662
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,663
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,664
Female,29,1951.0,Black,Single,1,22.0,High school,In the labor force,Clerical and Administrative Support Occupations,6000.0,Above poverty line,665
Male,54,1926.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,44452.0,Above poverty line,666
Male,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",6345.0,Above poverty line,667
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,668
Female,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,4213.0,Above poverty line,669
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",15964.0,Above poverty line,670
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,671
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,672
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,673
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,674
Female,9,1971.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,675
