gender,age,birth_year,race,marital_status,child_number,age_first_childbirth,education,laborforce,occupation,income,poverty_status,profile_id
Male,25,1955.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,24300.0,Above poverty line,897
Male,41,1939.0,Hispanic,Single,0,,High school,Not in the labor force,"Farming, Forestry, and Fishing Occupations",3346.0,Above poverty line,898
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,2,29.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",24065.0,Above poverty line,899
Female,8,1972.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,900
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",1470.0,Above poverty line,901
Male,31,1949.0,Black,Married,5,18.0,High school,In the labor force,"Operators, Fabricators, and Laborers",9000.0,Below poverty line,902
Female,21,1959.0,Black,Married,2,19.0,High school,In the labor force,Clerical and Administrative Support Occupations,5180.0,Above poverty line,903
Male,23,1957.0,"Non-Black, Non-Hispanic",Married,1,21.0,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",5600.0,Above poverty line,904
Female,1,1979.0,Black,Single,0,,Less than high school,,,,Above poverty line,905
Male,67,1913.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",4880.0,Below poverty line,906
Female,39,1941.0,"Non-Black, Non-Hispanic",Married,4,21.0,High school,In the labor force,Service Occupations,10851.0,Above poverty line,907
Female,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,620.0,Above poverty line,908
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,710.0,Above poverty line,909
Male,36,1944.0,"Non-Black, Non-Hispanic",Married,2,31.0,College and above,In the labor force,Sales Occupations,25000.0,Above poverty line,910
Female,2,1978.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,911
Female,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,959.0,Above poverty line,912
Female,55,1925.0,"Non-Black, Non-Hispanic",Married,1,39.0,High school,In the labor force,Clerical and Administrative Support Occupations,9015.0,Above poverty line,913
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,914
Male,70,1910.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,2539.0,Above poverty line,915
Female,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,916
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,15.0,Above poverty line,917
Male,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",7375.0,Above poverty line,918
Male,29,1951.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",7075.0,Above poverty line,919
Female,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,920
Female,23,1957.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,20.0,College and above,In the labor force,Sales Occupations,2330.0,Below poverty line,921
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,3,21.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",20400.0,Above poverty line,922
Female,33,1947.0,"Non-Black, Non-Hispanic",Married,3,19.0,High school,In the labor force,Service Occupations,1286.0,Above poverty line,923
Male,63,1917.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,3825.0,Below poverty line,924
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,925
Male,62,1918.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,17000.0,Above poverty line,926
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,4,19.0,High school,Not in the labor force,,500.0,Above poverty line,927
Male,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,928
Male,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,929
Female,77,1903.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,Not in the labor force,Managerial Occupations,8600.0,Above poverty line,930
Female,19,1961.0,Black,Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,3276.0,Above poverty line,931
Female,61,1919.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,In the labor force,"Farming, Forestry, and Fishing Occupations",7050.0,Above poverty line,932
Male,61,1919.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",10830.0,Above poverty line,933
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,750.0,Below poverty line,934
Male,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,935
Male,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,30643.0,Above poverty line,936
Female,35,1945.0,Black,Married,2,23.0,High school,Not in the labor force,,0.0,Above poverty line,937
Male,14,1966.0,Black,Single,0,,Less than high school,Not in the labor force,,,Above poverty line,938
Female,4,1976.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,939
Male,50,1930.0,"Non-Black, Non-Hispanic",Married,1,30.0,Less than high school,In the labor force,Clerical and Administrative Support Occupations,24100.0,Above poverty line,940
Female,76,1904.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,2496.0,Below poverty line,941
Male,39,1941.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,7000.0,Above poverty line,942
Male,24,1956.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",7861.0,Above poverty line,943
Male,29,1951.0,"Non-Black, Non-Hispanic",Married,1,27.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",10002.0,Above poverty line,944
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,College and above,,Military Occupations,6579.0,Above poverty line,945
Male,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,946
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,1,35.0,High school,In the labor force,"Operators, Fabricators, and Laborers",5500.0,Above poverty line,947
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,"Farming, Forestry, and Fishing Occupations",,Above poverty line,948
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,949
Female,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,950
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,951
Female,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,College and above,Not in the labor force,,94.0,Above poverty line,952
Male,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,College and above,Not in the labor force,,2333.0,Above poverty line,953
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,1,23.0,College and above,In the labor force,Technicians and Related Support Occupations,7285.0,Above poverty line,954
Male,59,1921.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,18280.0,Above poverty line,955
Female,56,1924.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,0.0,Above poverty line,956
Female,53,1927.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,0.0,Above poverty line,957
Female,29,1951.0,Black,Single,0,,High school,Not in the labor force,,1600.0,Below poverty line,958
Female,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,959
Male,3,1977.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,960
Male,62,1918.0,Black,Married,0,,High school,Not in the labor force,,0.0,Below poverty line,961
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,3,23.0,College and above,In the labor force,Service Occupations,9303.0,Above poverty line,962
Male,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",19105.0,Above poverty line,963
Female,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,861.0,Above poverty line,964
Male,69,1911.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,7039.0,Above poverty line,965
Male,49,1931.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",14518.0,Above poverty line,966
Female,57,1923.0,"Non-Black, Non-Hispanic",Divorced/widowed,2,27.0,High school,Not in the labor force,,3276.0,Above poverty line,967
Female,49,1931.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",3700.0,Above poverty line,968
Female,51,1929.0,"Non-Black, Non-Hispanic",Married,1,33.0,High school,In the labor force,"Operators, Fabricators, and Laborers",8193.0,Above poverty line,969
Female,14,1966.0,Black,Single,0,,Less than high school,Not in the labor force,,,Above poverty line,970
Female,35,1945.0,"Non-Black, Non-Hispanic",Married,2,18.0,High school,In the labor force,Managerial Occupations,10744.0,Above poverty line,971
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,0.0,Above poverty line,972
Female,19,1961.0,"Non-Black, Non-Hispanic",Single,1,17.0,High school,In the labor force,Service Occupations,3700.0,Above poverty line,973
Male,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,"Precision Production, Craft, and Repair Occupations",4080.0,Above poverty line,974
Female,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,1140.0,Above poverty line,975
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,884.0,Above poverty line,976
Female,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,977
Male,62,1918.0,"Non-Black, Non-Hispanic",Married,1,38.0,High school,In the labor force,Technicians and Related Support Occupations,7500.0,Above poverty line,978
Female,3,1977.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,979
Male,28,1952.0,Black,Single,0,,High school,Not in the labor force,Clerical and Administrative Support Occupations,220.0,Above poverty line,980
Female,46,1934.0,"Non-Black, Non-Hispanic",Married,1,20.0,High school,In the labor force,Service Occupations,3889.0,Above poverty line,981
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,2,23.0,High school,Not in the labor force,,89.0,Above poverty line,982
Female,26,1954.0,Hispanic,Married,2,17.0,High school,Not in the labor force,,5476.0,Below poverty line,983
Female,57,1923.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,4140.0,Above poverty line,984
Female,9,1971.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,985
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,1500.0,Above poverty line,986
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,2,29.0,College and above,In the labor force,Professional Specialty Occupations,9942.0,Above poverty line,987
Male,47,1933.0,"Non-Black, Non-Hispanic",Married,2,26.0,High school,In the labor force,Clerical and Administrative Support Occupations,13143.0,Above poverty line,988
Female,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,989
Male,25,1955.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,11500.0,Above poverty line,990
Female,61,1919.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,25.0,Above poverty line,991
Female,0,1980.0,Black,Single,0,,Less than high school,,,,Below poverty line,992
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,993
Female,2,1978.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,994
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,995
Female,64,1916.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,42.0,College and above,Not in the labor force,,1689.0,Below poverty line,996
Male,24,1956.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Sales Occupations,8220.0,Above poverty line,997
Male,78,1902.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Farming, Forestry, and Fishing Occupations",11154.0,Above poverty line,998
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,13825.0,Above poverty line,999
