gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_childbirth,education,occupation,income,profile_id
Male,32.0,1986.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,College and above,"Management, professional, and related occupations",,892
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,31.0,College and above,"Management, professional, and related occupations",,893
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,34.0,College and above,Unemployed,,894
Female,35.0,1983.0,Hispanic,Immigrant,Married,1.0,28.0,College and above,"Management, professional, and related occupations",,895
Male,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,896
Female,84.0,1934.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,24.0,High school,"Management, professional, and related occupations",,897
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,32.0,College and above,"Management, professional, and related occupations",,898
Female,29.0,1989.0,Black,Non-immigrant,Married,3.0,17.0,College and above,Service occupations,,899
Female,23.0,1995.0,Black,Non-immigrant,Single,3.0,20.0,High school,Sales and office occupations,,900
Female,72.0,1946.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,24.0,College and above,Service occupations,,901
Male,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,37.0,College and above,"Management, professional, and related occupations",,902
Male,34.0,1984.0,Hispanic,Non-immigrant,Married,1.0,18.0,High school,"Natural resources, construction, and maintenance occupations",,903
Male,21.0,1997.0,Black,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,904
Female,31.0,1987.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,20.0,College and above,"Management, professional, and related occupations",,905
Female,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,32.0,College and above,"Management, professional, and related occupations",,906
Female,26.0,1992.0,Black,Non-immigrant,Single,3.0,17.0,College and above,Unemployed,,907
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,College and above,"Natural resources, construction, and maintenance occupations",,908
Female,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,909
Female,48.0,1970.0,Black,Non-immigrant,Divorced/widowed,2.0,35.0,College and above,"Management, professional, and related occupations",,910
Male,27.0,1991.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Service occupations,,911
Female,53.0,1965.0,Black,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,912
Female,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,913
Male,25.0,1993.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,Sales and office occupations,,914
Female,58.0,1960.0,Black,Non-immigrant,Divorced/widowed,3.0,22.0,College and above,"Management, professional, and related occupations",,915
Female,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,High school,"Natural resources, construction, and maintenance occupations",,916
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,24.0,High school,"Management, professional, and related occupations",,917
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,28.0,College and above,Sales and office occupations,,918
Male,36.0,1982.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,919
Male,19.0,1999.0,Hispanic,Non-immigrant,Single,0.0,,High school,Service occupations,,920
Female,56.0,1962.0,Black,Non-immigrant,Single,3.0,20.0,High school,"Production, transportation, and material moving occupations",,921
Male,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,922
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Service occupations,,923
Female,52.0,1966.0,Black,Non-immigrant,Married,3.0,18.0,College and above,Sales and office occupations,,924
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,39.0,College and above,"Management, professional, and related occupations",,925
Female,80.0,1938.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,19.0,High school,Sales and office occupations,,926
Female,77.0,1941.0,Black,Non-immigrant,Married,4.0,17.0,College and above,Unemployed,,927
Female,48.0,1970.0,Hispanic,Immigrant,Married,5.0,17.0,Less than high school,"Production, transportation, and material moving occupations",,928
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,929
Female,29.0,1989.0,Hispanic,Non-immigrant,Single,2.0,20.0,College and above,Service occupations,,930
Female,27.0,1991.0,Hispanic,Immigrant,Single,3.0,17.0,High school,Service occupations,,931
Female,31.0,1987.0,Hispanic,Non-immigrant,Single,1.0,20.0,College and above,Sales and office occupations,,932
Male,21.0,1997.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,Unemployed,,933
Male,80.0,1938.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,8.0,,High school,"Natural resources, construction, and maintenance occupations",,934
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,17.0,High school,Service occupations,,935
Male,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,936
Male,51.0,1967.0,Hispanic,Immigrant,Married,3.0,20.0,High school,"Management, professional, and related occupations",,937
Female,57.0,1961.0,Black,Non-immigrant,Married,3.0,23.0,High school,Service occupations,,938
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,939
Male,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,31.0,College and above,"Production, transportation, and material moving occupations",,940
Male,25.0,1993.0,Hispanic,Non-immigrant,Single,1.0,23.0,College and above,"Production, transportation, and material moving occupations",,941
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,3.0,28.0,College and above,"Management, professional, and related occupations",,942
Male,78.0,1940.0,Hispanic,Non-immigrant,Married,0.0,,High school,Service occupations,,943
Female,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,18.0,High school,Sales and office occupations,,944
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,28.0,College and above,Sales and office occupations,,945
Male,33.0,1985.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,946
Female,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,24.0,College and above,"Management, professional, and related occupations",,947
Male,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,29.0,College and above,"Management, professional, and related occupations",,948
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,45.0,College and above,"Management, professional, and related occupations",,949
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Production, transportation, and material moving occupations",,950
Male,31.0,1987.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,951
Male,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,37.0,High school,"Management, professional, and related occupations",,952
Female,32.0,1986.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,18.0,College and above,Service occupations,,953
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,Sales and office occupations,,954
Female,84.0,1934.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,"Management, professional, and related occupations",,955
Female,49.0,1969.0,Black,Non-immigrant,Single,2.0,27.0,College and above,"Management, professional, and related occupations",,956
Male,19.0,1999.0,Hispanic,Immigrant,Single,0.0,,High school,Service occupations,,957
Female,75.0,1943.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,20.0,High school,"Management, professional, and related occupations",,958
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,Sales and office occupations,,959
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,37.0,College and above,Sales and office occupations,,960
Male,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,29.0,High school,"Production, transportation, and material moving occupations",,961
Male,78.0,1940.0,Black,Non-immigrant,Married,2.0,37.0,College and above,"Production, transportation, and material moving occupations",,962
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,30.0,College and above,"Management, professional, and related occupations",,963
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,23.0,High school,Military Occupations,,964
Male,68.0,1950.0,Black,Non-immigrant,Married,8.0,19.0,High school,"Natural resources, construction, and maintenance occupations",,965
Female,28.0,1990.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,966
Female,36.0,1982.0,Black,Non-immigrant,Single,2.0,18.0,High school,Service occupations,,967
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,High school,"Management, professional, and related occupations",,968
Female,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,21.0,Less than high school,"Production, transportation, and material moving occupations",,969
Female,21.0,1997.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Service occupations,,970
Female,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,30.0,College and above,"Management, professional, and related occupations",,971
Female,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,23.0,College and above,"Management, professional, and related occupations",,972
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,College and above,"Management, professional, and related occupations",,973
Male,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,974
Male,86.0,1932.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,22.0,High school,"Natural resources, construction, and maintenance occupations",,975
Female,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,High school,Service occupations,,976
Male,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,23.0,High school,"Production, transportation, and material moving occupations",,977
Male,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,978
Male,84.0,1934.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,25.0,College and above,"Management, professional, and related occupations",,979
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,23.0,High school,"Management, professional, and related occupations",,980
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,24.0,High school,Sales and office occupations,,981
Male,51.0,1967.0,Black,Non-immigrant,Single,1.0,33.0,College and above,"Management, professional, and related occupations",,982
Female,39.0,1979.0,Black,Non-immigrant,Single,2.0,20.0,High school,Service occupations,,983
Female,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,High school,Sales and office occupations,,984
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Management, professional, and related occupations",,985
Male,33.0,1985.0,Black,Non-immigrant,Married,4.0,23.0,College and above,"Natural resources, construction, and maintenance occupations",,986
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,,College and above,Service occupations,,987
Male,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Sales and office occupations,,988
Female,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,19.0,High school,"Management, professional, and related occupations",,989
Male,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,990
Female,60.0,1958.0,Hispanic,Immigrant,Divorced/widowed,3.0,18.0,High school,Service occupations,,991
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,992
Female,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,993
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,994
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,22.0,High school,"Natural resources, construction, and maintenance occupations",,995
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,996
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,22.0,Less than high school,"Natural resources, construction, and maintenance occupations",,997
Female,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,25.0,High school,Service occupations,,998
Female,81.0,1937.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,30.0,High school,"Management, professional, and related occupations",,999
