gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_childbirth,education,occupation,income,profile_id
Female,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,21.0,College and above,"Management, professional, and related occupations",,444
Male,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,17.0,Less than high school,"Production, transportation, and material moving occupations",,445
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,446
Female,39.0,1979.0,Black,Non-immigrant,Single,1.0,17.0,College and above,Sales and office occupations,,447
Male,18.0,2000.0,Hispanic,Non-immigrant,Single,0.0,,High school,Unemployed,,448
Female,72.0,1946.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,28.0,College and above,"Management, professional, and related occupations",,449
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,21.0,High school,"Management, professional, and related occupations",,450
Female,28.0,1990.0,Black,Non-immigrant,Single,2.0,21.0,College and above,Unemployed,,451
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,22.0,College and above,Sales and office occupations,,452
Male,65.0,1953.0,Hispanic,Immigrant,Married,3.0,24.0,College and above,Sales and office occupations,,453
Female,37.0,1981.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,33.0,College and above,"Management, professional, and related occupations",,454
Female,60.0,1958.0,Black,Non-immigrant,Divorced/widowed,5.0,17.0,High school,"Production, transportation, and material moving occupations",,455
Female,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,456
Female,51.0,1967.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,25.0,College and above,"Management, professional, and related occupations",,457
Male,20.0,1998.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Production, transportation, and material moving occupations",,458
Female,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,459
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,460
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,High school,Service occupations,,461
Female,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,462
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,21.0,High school,"Management, professional, and related occupations",,463
Male,50.0,1968.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,High school,"Production, transportation, and material moving occupations",,464
Male,73.0,1945.0,Black,Non-immigrant,Divorced/widowed,4.0,20.0,High school,"Natural resources, construction, and maintenance occupations",,465
Female,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,High school,Sales and office occupations,,466
Male,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,College and above,Sales and office occupations,,467
Female,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,468
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Service occupations,,469
Female,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,High school,Service occupations,,470
Male,28.0,1990.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,471
Male,39.0,1979.0,Black,Non-immigrant,Single,0.0,,College and above,Unemployed,,472
Male,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,473
Female,28.0,1990.0,Hispanic,Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,474
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,19.0,Less than high school,"Production, transportation, and material moving occupations",,475
Female,48.0,1970.0,Black,Non-immigrant,Single,1.0,27.0,College and above,"Production, transportation, and material moving occupations",,476
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,30.0,College and above,Sales and office occupations,,477
Male,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,478
Male,41.0,1977.0,Black,Immigrant,Divorced/widowed,3.0,28.0,College and above,"Production, transportation, and material moving occupations",,479
Female,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,College and above,"Management, professional, and related occupations",,480
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,"Natural resources, construction, and maintenance occupations",,481
Female,32.0,1986.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,31.0,High school,"Production, transportation, and material moving occupations",,482
Male,83.0,1935.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,22.0,High school,"Management, professional, and related occupations",,483
Male,41.0,1977.0,Hispanic,Non-immigrant,Single,2.0,17.0,Less than high school,"Natural resources, construction, and maintenance occupations",,484
Female,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,22.0,High school,Sales and office occupations,,485
Female,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,"Management, professional, and related occupations",,486
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,487
Female,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,488
Female,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Service occupations,,489
Female,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,24.0,College and above,Sales and office occupations,,490
Male,55.0,1963.0,Black,Non-immigrant,Single,1.0,20.0,High school,"Management, professional, and related occupations",,491
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,Service occupations,,492
Male,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,493
Male,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,29.0,College and above,"Management, professional, and related occupations",,494
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,23.0,High school,"Management, professional, and related occupations",,495
Male,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,28.0,College and above,"Management, professional, and related occupations",,496
Male,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,26.0,High school,"Natural resources, construction, and maintenance occupations",,497
Male,79.0,1939.0,Black,Immigrant,Divorced/widowed,4.0,20.0,College and above,"Management, professional, and related occupations",,498
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,499
Male,68.0,1950.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,29.0,College and above,"Management, professional, and related occupations",,500
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,45.0,High school,"Management, professional, and related occupations",,501
Male,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,502
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,19.0,High school,Service occupations,,503
Female,50.0,1968.0,Black,Non-immigrant,Divorced/widowed,1.0,19.0,College and above,Service occupations,,504
Male,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Service occupations,,505
Female,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,College and above,"Production, transportation, and material moving occupations",,506
Male,73.0,1945.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,24.0,College and above,"Management, professional, and related occupations",,507
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,40.0,College and above,Service occupations,,508
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,High school,"Management, professional, and related occupations",,509
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,Service occupations,,510
Female,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,24.0,College and above,"Management, professional, and related occupations",,511
Female,47.0,1971.0,Hispanic,Immigrant,Married,4.0,22.0,High school,Service occupations,,512
Female,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,High school,Sales and office occupations,,513
Male,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,Sales and office occupations,,514
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,515
Female,86.0,1932.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,17.0,High school,,,516
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,517
Male,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,518
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,19.0,High school,Service occupations,,519
Male,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,22.0,College and above,"Natural resources, construction, and maintenance occupations",,520
Male,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,521
Female,30.0,1988.0,Hispanic,Immigrant,Married,4.0,18.0,Less than high school,Unemployed,,522
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,24.0,College and above,"Management, professional, and related occupations",,523
Male,29.0,1989.0,"Non-Black, Non-Hispanic",Immigrant,Single,3.0,,College and above,"Management, professional, and related occupations",,524
Female,35.0,1983.0,Black,Non-immigrant,Married,8.0,19.0,High school,Service occupations,,525
Male,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,526
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,High school,"Natural resources, construction, and maintenance occupations",,527
Male,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,High school,"Production, transportation, and material moving occupations",,528
Female,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,17.0,Less than high school,Service occupations,,529
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,530
Male,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Production, transportation, and material moving occupations",,531
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,8.0,23.0,College and above,"Management, professional, and related occupations",,532
Female,51.0,1967.0,Black,Non-immigrant,Married,1.0,20.0,College and above,"Management, professional, and related occupations",,533
Female,41.0,1977.0,Black,Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,534
Male,42.0,1976.0,Hispanic,Immigrant,Married,3.0,30.0,High school,"Production, transportation, and material moving occupations",,535
Female,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,536
Male,44.0,1974.0,Black,Immigrant,Married,2.0,34.0,College and above,"Management, professional, and related occupations",,537
Male,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,538
Male,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,42.0,College and above,"Management, professional, and related occupations",,539
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,32.0,College and above,"Production, transportation, and material moving occupations",,540
Male,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,High school,"Natural resources, construction, and maintenance occupations",,541
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,College and above,"Management, professional, and related occupations",,542
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,543
Male,65.0,1953.0,Black,Immigrant,Married,5.0,21.0,High school,"Natural resources, construction, and maintenance occupations",,544
Male,25.0,1993.0,Black,Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,545
Male,25.0,1993.0,Hispanic,Immigrant,Married,2.0,23.0,High school,"Natural resources, construction, and maintenance occupations",,546
Female,32.0,1986.0,Black,Non-immigrant,Single,1.0,20.0,College and above,"Production, transportation, and material moving occupations",,547
Female,75.0,1943.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,3.0,33.0,College and above,"Management, professional, and related occupations",,548
Male,64.0,1954.0,Black,Non-immigrant,Married,3.0,30.0,College and above,"Management, professional, and related occupations",,549
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,College and above,"Natural resources, construction, and maintenance occupations",,550
Male,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,High school,"Natural resources, construction, and maintenance occupations",,551
Female,24.0,1994.0,Black,Non-immigrant,Single,3.0,19.0,College and above,Service occupations,,552
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,553
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,554
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,33.0,College and above,"Management, professional, and related occupations",,555
Female,44.0,1974.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,37.0,High school,Sales and office occupations,,556
Female,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,17.0,High school,"Management, professional, and related occupations",,557
Female,56.0,1962.0,Hispanic,Non-immigrant,Divorced/widowed,1.0,23.0,High school,"Management, professional, and related occupations",,558
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,College and above,"Management, professional, and related occupations",,559
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,21.0,College and above,"Management, professional, and related occupations",,560
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,17.0,Less than high school,Service occupations,,561
Male,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,8.0,29.0,College and above,"Management, professional, and related occupations",,562
Female,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,32.0,College and above,"Management, professional, and related occupations",,563
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,35.0,College and above,"Management, professional, and related occupations",,564
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,565
Male,22.0,1996.0,Black,Non-immigrant,Single,1.0,21.0,High school,"Natural resources, construction, and maintenance occupations",,566
Female,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,High school,"Management, professional, and related occupations",,567
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,568
Female,73.0,1945.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,19.0,College and above,Sales and office occupations,,569
Male,54.0,1964.0,Black,Non-immigrant,Divorced/widowed,3.0,18.0,High school,"Production, transportation, and material moving occupations",,570
Male,72.0,1946.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,28.0,College and above,"Management, professional, and related occupations",,571
Male,35.0,1983.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,33.0,College and above,"Management, professional, and related occupations",,572
Female,29.0,1989.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,Unemployed,,573
Male,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,574
Female,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,4.0,32.0,High school,Sales and office occupations,,575
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,25.0,College and above,Service occupations,,576
Female,21.0,1997.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,577
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,31.0,College and above,Unemployed,,578
Female,82.0,1936.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,20.0,College and above,Service occupations,,579
Female,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,24.0,High school,Sales and office occupations,,580
Male,47.0,1971.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,25.0,High school,"Management, professional, and related occupations",,581
Female,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,College and above,"Management, professional, and related occupations",,582
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,32.0,College and above,"Production, transportation, and material moving occupations",,583
Female,69.0,1949.0,Black,Non-immigrant,Married,2.0,21.0,College and above,"Management, professional, and related occupations",,584
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,45.0,High school,Service occupations,,585
Female,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,College and above,Service occupations,,586
Female,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,587
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,27.0,College and above,Sales and office occupations,,588
Female,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,22.0,College and above,Service occupations,,589
Male,52.0,1966.0,Hispanic,Immigrant,Married,4.0,21.0,College and above,"Natural resources, construction, and maintenance occupations",,590
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,17.0,College and above,"Management, professional, and related occupations",,591
Female,35.0,1983.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,592
Male,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,Sales and office occupations,,593
Female,35.0,1983.0,Black,Non-immigrant,Married,3.0,20.0,College and above,Sales and office occupations,,594
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,30.0,High school,"Natural resources, construction, and maintenance occupations",,595
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,596
Male,37.0,1981.0,Black,Immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,597
Female,64.0,1954.0,Black,Immigrant,Divorced/widowed,1.0,25.0,College and above,Service occupations,,598
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,26.0,High school,Sales and office occupations,,599
Male,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,College and above,"Management, professional, and related occupations",,600
Female,18.0,2000.0,Hispanic,Non-immigrant,Single,0.0,,High school,Unemployed,,601
Male,49.0,1969.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,602
Female,50.0,1968.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,18.0,High school,Sales and office occupations,,603
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,High school,Sales and office occupations,,604
Female,42.0,1976.0,Hispanic,Immigrant,Married,3.0,24.0,High school,"Natural resources, construction, and maintenance occupations",,605
Male,51.0,1967.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,606
Male,73.0,1945.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,,College and above,"Management, professional, and related occupations",,607
Female,32.0,1986.0,Hispanic,Immigrant,Married,3.0,18.0,College and above,Sales and office occupations,,608
Female,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,21.0,High school,Sales and office occupations,,609
Female,50.0,1968.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,19.0,College and above,Sales and office occupations,,610
Female,22.0,1996.0,Black,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,611
Male,89.0,1929.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,Sales and office occupations,,612
Female,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,"Management, professional, and related occupations",,613
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,614
Male,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,615
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,,College and above,Sales and office occupations,,616
Female,38.0,1980.0,Hispanic,Immigrant,Married,3.0,29.0,College and above,Sales and office occupations,,617
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,21.0,High school,Service occupations,,618
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,619
Female,18.0,2000.0,Hispanic,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,620
Male,72.0,1946.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,High school,Service occupations,,621
Female,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,27.0,High school,"Management, professional, and related occupations",,622
Male,49.0,1969.0,Hispanic,Non-immigrant,Divorced/widowed,4.0,21.0,College and above,"Production, transportation, and material moving occupations",,623
Male,43.0,1975.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,624
Female,28.0,1990.0,Black,Non-immigrant,Married,2.0,21.0,High school,Sales and office occupations,,625
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,22.0,High school,"Management, professional, and related occupations",,626
Male,26.0,1992.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,627
Male,57.0,1961.0,Hispanic,Non-immigrant,Married,2.0,25.0,High school,"Production, transportation, and material moving occupations",,628
Female,26.0,1992.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,24.0,High school,"Management, professional, and related occupations",,629
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Production, transportation, and material moving occupations",,630
Female,48.0,1970.0,Black,Non-immigrant,Married,4.0,21.0,College and above,"Management, professional, and related occupations",,631
Female,41.0,1977.0,Hispanic,Non-immigrant,Married,2.0,26.0,High school,Sales and office occupations,,632
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,High school,"Production, transportation, and material moving occupations",,633
Female,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,634
Female,86.0,1932.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,23.0,High school,Sales and office occupations,,635
Male,36.0,1982.0,Hispanic,Immigrant,Single,1.0,28.0,High school,"Production, transportation, and material moving occupations",,636
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,40.0,College and above,"Management, professional, and related occupations",,637
Female,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,20.0,High school,Unemployed,,638
Male,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,29.0,College and above,"Management, professional, and related occupations",,639
Male,46.0,1972.0,Hispanic,Immigrant,Single,0.0,,Less than high school,"Management, professional, and related occupations",,640
Female,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,29.0,College and above,"Management, professional, and related occupations",,641
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,31.0,College and above,Sales and office occupations,,642
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,643
Female,47.0,1971.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,22.0,College and above,Sales and office occupations,,644
Female,89.0,1929.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,,High school,Unemployed,,645
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,27.0,College and above,"Management, professional, and related occupations",,646
Male,32.0,1986.0,Hispanic,Immigrant,Married,3.0,25.0,College and above,"Production, transportation, and material moving occupations",,647
Female,28.0,1990.0,Black,Non-immigrant,Divorced/widowed,0.0,,College and above,Unemployed,,648
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,19.0,College and above,Service occupations,,649
Female,35.0,1983.0,Hispanic,Non-immigrant,Married,3.0,17.0,College and above,"Production, transportation, and material moving occupations",,650
Male,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Unemployed,,651
Female,26.0,1992.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,652
Male,51.0,1967.0,Hispanic,Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,653
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,31.0,College and above,"Management, professional, and related occupations",,654
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Production, transportation, and material moving occupations",,655
Male,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,28.0,College and above,"Management, professional, and related occupations",,656
Female,83.0,1935.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Sales and office occupations,,657
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,658
Male,51.0,1967.0,Black,Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,659
Female,42.0,1976.0,Hispanic,Immigrant,Married,3.0,18.0,High school,Service occupations,,660
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,661
Male,36.0,1982.0,Black,Non-immigrant,Married,3.0,22.0,College and above,"Management, professional, and related occupations",,662
Female,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,663
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,High school,"Natural resources, construction, and maintenance occupations",,664
Female,47.0,1971.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,41.0,College and above,"Management, professional, and related occupations",,665
